"RepoName","OwnerName","Fork","Desc","Type","SideAdmin","PrivateorNot","Size","WatchersCount","Language","HasIssues","HasProjects","HasDownloads","HasWiki","HasPages","ForksCounts","Archived","OpenIssuesCount","License","SubscribersCount","NetworkCount","CreatedAt","UpdatedAt","PushedAt","StarsCount"
"online-checklist","cpedia","false","Online Checklist","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-08-07T01:57:32Z","2016-05-08T11:37:45Z",,2
"simple-parser","ddollar","false","Simple parsing library","User","false","false",84,1,"Ruby",true,true,true,true,false,0,false,0,"NA",2,0,"2008-08-07T03:25:02Z","2017-08-01T15:47:17Z","2009-08-25T05:05:46Z",1
"config_reader-gem","UnderpantsGnome","false","Provides a way to manage environment specific configuration settings.","User","false","false",51,5,"Ruby",true,true,true,true,false,4,false,0,"mit",2,4,"2008-08-07T01:52:31Z","2017-06-20T20:41:09Z","2018-02-01T21:10:33Z",5
"gwidget","atduskgreg","false","the flash widget","User","false","false",700,3,"ActionScript",true,true,true,true,false,0,false,0,"NA",2,0,"2008-08-07T02:37:10Z","2016-05-08T11:37:45Z","2008-08-27T21:12:52Z",3
"css_browser_selector","rafaelp","false","A very small javascript library that allows you to create browser specific CSS to be merged into your normal classes. No more hacks or mischievous code in your CSS code.","User","false","false",359,611,"JavaScript",true,true,true,true,false,169,false,32,"NA",31,169,"2008-08-07T01:31:35Z","2018-01-31T03:53:45Z","2012-03-15T00:47:13Z",611
"reliable-msg","assaf","false","NO LONGER MAINTAINED","User","false","false",122,13,"Ruby",true,true,true,true,false,5,false,0,"mit",2,5,"2008-08-07T04:35:25Z","2017-05-11T05:50:54Z","2010-05-03T03:42:16Z",13
"osx-lab-scripts","ksdtech","false","Login hooks and other miscellany for imaging, deploying and managing OS X computers","Organization","false","false",80,2,"Ruby",true,true,true,true,false,0,false,0,"NA",1,0,"2008-08-07T05:41:37Z","2016-05-08T11:37:49Z","2008-08-07T05:48:25Z",2
"mithril","matthewstory","false","A Lightweight Javascript Utility Library -- Harder, Better, Faster, Stronger","User","false","false",126,5,"JavaScript",true,true,true,true,false,0,false,0,"lgpl-3.0",4,0,"2008-08-07T04:24:41Z","2016-05-08T11:37:47Z","2015-09-29T01:57:34Z",5
"test123","antasis9","false","test","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-08-07T05:59:56Z","2016-05-08T11:37:50Z",,2
"gpspoint2kml","denever","false","A python utility to convert gpspoint trackpoints and waypoints in to KML","User","false","false",80,2,"Python",true,true,true,true,false,0,false,0,"NA",2,0,"2008-08-07T07:31:57Z","2016-05-08T11:37:51Z","2008-08-07T07:35:21Z",2
"document-cabinet","robertkrimen","false","","User","false","false",104,1,"Perl",true,true,true,true,false,0,false,0,"NA",2,0,"2008-08-07T04:35:48Z","2016-05-08T11:37:48Z","2008-10-18T18:31:04Z",1
"activewarehouse","jackhong","true","ActiveWarehouse for Rails - Implement data warehouses with Rails","User","false","false",564,2,"Ruby",true,true,true,true,false,0,false,0,"NA",2,40,"2008-08-07T04:33:57Z","2016-05-08T11:37:47Z","2008-08-07T04:42:51Z",2
