"RepoName","OwnerName","Fork","Desc","Type","SideAdmin","PrivateorNot","Size","WatchersCount","Language","HasIssues","HasProjects","HasDownloads","HasWiki","HasPages","ForksCounts","Archived","OpenIssuesCount","License","SubscribersCount","NetworkCount","CreatedAt","UpdatedAt","PushedAt","StarsCount"
"git-log-graph","sekido","false","","User","false","false",80,2,"Python",true,true,true,true,false,0,false,0,"NA",2,0,"2008-12-14T15:26:03Z","2017-06-24T15:17:39Z","2008-12-15T08:41:44Z",2
"glib","uzytkownik","false","The GLib library of C routines","User","false","false",24196,2,"C",true,true,true,true,false,0,false,0,"lgpl-2.1",2,0,"2008-12-14T14:57:36Z","2015-04-29T16:06:07Z","2009-01-26T15:12:43Z",2
"validates_as_sanitized_html","gnufied","true","If you have a model that has an attribute that is user submitted HTML, such as comment, etc. this is a useful plugin for warning the user that they have submitted insecure HTML code, such as form elements, or javascript.","User","false","false",88,2,"Ruby",true,true,true,true,false,0,false,0,"other",2,1,"2008-12-14T15:00:55Z","2016-05-08T19:21:56Z","2008-12-14T15:00:57Z",2
"etc","glasserc","false","my configuration files","User","false","false",6272,3,"Emacs Lisp",true,true,true,true,false,2,false,1,"NA",4,2,"2008-12-14T16:14:30Z","2016-05-08T19:22:00Z","2017-08-14T21:33:15Z",3
"icaldupe","ahobson","false","macruby script to dupe one calendar to another","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-12-14T15:27:42Z","2016-05-08T19:21:57Z",,2
"test","caddocs","false","","User","false","false",,,,,,,,,,,,"NA",,,,,,
"showtanium","spjwebster","false","A Titanium-based GUI for pytvshows, based on AirShows","User","false","false",112,3,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-12-14T17:29:35Z","2016-05-08T19:22:02Z","2008-12-14T17:36:13Z",3
"mp4movietags","ccjensen","false","Automatically tags .h264 movie files using information from TheMovieDB","User","false","false",1922,9,"Python",true,true,true,true,false,1,false,0,"NA",2,1,"2008-12-14T17:35:06Z","2017-02-06T05:23:18Z","2010-07-28T19:54:54Z",9
"37signals","mstram","false","","User","false","false",552,3,"JavaScript",true,true,true,true,false,0,false,0,"NA",2,0,"2008-12-14T16:37:56Z","2016-05-08T19:22:01Z","2008-12-14T17:01:05Z",3
"intellij-mark-plugin","rubbish","false","This IntelliJ IDEA plugin mimics the mark functionality of emacs","User","false","false",300,8,"Java",true,true,true,true,false,0,false,1,"mit",2,0,"2008-12-14T17:45:25Z","2016-11-21T20:54:46Z","2008-12-23T16:59:41Z",8
"libego","lukaszlew","false","Library of effective Go routines","User","false","false",5917,35,"C++",true,true,true,false,false,10,false,0,"gpl-2.0",5,10,"2008-12-14T19:07:09Z","2017-07-08T05:52:36Z","2010-10-11T12:47:40Z",35
"test","john146","false","Place to put test projects","User","false","false",19550,4,"C",true,true,true,true,false,2,false,0,"NA",2,2,"2008-12-14T17:55:42Z","2016-05-08T19:22:04Z","2011-07-08T18:53:21Z",4
"pivotal-tracker-email-integration","mcommons","true","Automatically Create Tracker Stories By Forwarding Email","User","false","false",130,32,"Ruby",true,true,true,true,false,6,false,0,"mit",4,7,"2008-12-14T15:51:12Z","2017-08-09T08:21:21Z","2012-05-22T17:43:08Z",32
"misc_c_sharp","sophaktra","false","","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-12-14T18:19:48Z","2016-05-08T19:22:06Z",,2
"finddef","jzimmek","false","A TextMate command to find method, class and module definitions in ruby files. Matches will be searched in the open project, your rubygems directory or an usersupplied path to search. Simply click on a match and browse through the various .rb or .rake files like in a full-fledged ide.","User","false","false",96,6,,true,true,true,true,false,1,false,0,"NA",2,1,"2008-12-14T19:21:22Z","2016-05-08T19:22:11Z","2008-12-21T03:58:08Z",6
"dotfiles","billingham","false","my config files for Mac OS X","User","false","false",88,5,,true,true,true,true,false,1,false,0,"NA",2,1,"2008-12-14T18:43:47Z","2016-05-08T19:22:08Z","2008-12-17T04:51:02Z",5
"emacs","benosment","false","Collection of emacs related files","User","false","false",808,2,"Emacs Lisp",true,true,true,true,false,0,false,0,"NA",2,0,"2008-12-14T18:36:59Z","2016-05-08T19:22:07Z","2015-09-26T11:31:56Z",2
"rubinius","Winstonwzl","true","Rubinius, the Ruby VM","User","false","false",82655,2,"Ruby",true,true,true,true,false,0,false,0,"bsd-3-clause",2,602,"2008-12-14T15:54:47Z","2016-05-08T19:21:59Z","2008-12-13T23:44:45Z",2
"ruby-pivotal-tracker","mcommons","true","Ruby client library for the Pivotal Tracker API","User","false","false",87,31,"Ruby",true,true,true,true,false,7,false,0,"mit",4,196,"2008-12-14T15:51:30Z","2017-06-03T04:24:58Z","2009-01-30T23:25:33Z",31
"file_column","dosire","true","git mirror of file_column plugin, patched to partition ids","User","false","false",350,2,"Ruby",true,true,true,true,false,0,false,0,"NA",5,34,"2008-12-14T17:56:41Z","2016-05-08T19:22:05Z","2013-02-20T14:39:55Z",2
"codeprimate_libs","codeprimate","false","Collection of useful Ruby and Rails helpers written by me","User","false","false",80,2,"Ruby",true,true,true,true,false,0,false,0,"NA",2,0,"2008-12-14T19:28:21Z","2016-05-08T19:22:11Z","2008-12-14T19:44:49Z",2
"cbuild","sabhishek","false","test","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-12-14T19:41:25Z","2016-05-08T19:22:14Z",,2
"id3lib-ruby","robinst","false","Ruby interface to the id3lib C++ library for easily editing ID3 tags of MP3 audio files","User","false","false",825,38,"C++",true,true,true,true,false,3,false,0,"NA",2,3,"2008-12-14T19:39:33Z","2017-01-15T20:49:10Z","2012-03-22T20:49:24Z",38
"wit","bratsche","false","git interface for Win32","User","false","false",143,7,"C#",true,true,true,true,false,2,false,0,"NA",2,2,"2008-12-14T19:52:14Z","2016-10-14T14:09:29Z","2008-12-30T05:43:43Z",7
"rubydeveloper-info","foysavas","false","RubyDeveloper.Info ( open source ruby community site )","User","false","false",353,24,"Ruby",true,true,true,true,false,4,false,0,"mit",2,4,"2008-12-14T18:49:24Z","2017-06-29T22:21:50Z","2008-12-15T14:37:58Z",24
"dotfiles","malditogeek","false","the powah is in da dots!","User","false","false",398,4,"VimL",true,true,true,true,false,0,false,0,"NA",2,0,"2008-12-14T18:57:37Z","2015-11-05T20:31:26Z","2010-05-03T08:22:21Z",4
"rubydeveloper-info","gustin","true","RubyDeveloper.Info ( open source ruby community site )","User","false","false",195,2,,true,true,true,true,false,0,false,0,"mit",2,4,"2008-12-14T18:54:34Z","2016-05-08T19:22:09Z","2008-12-14T18:54:35Z",2
"dpsyntaxhighlightexample","lsmith","false","Adds syntax highlighted (via dpSyntaxHighlighter) sections to an HTML page from its own source.  Discovers existing inline &lt;style&gt; elements, HTML content inside elements with a class ""markup"", and &lt;script&gt; elements with inline content and creates necessary markup for the highlighter.","User","false","false",80,3,"JavaScript",true,true,true,true,false,0,false,0,"NA",1,0,"2008-12-14T20:33:30Z","2013-12-06T11:25:41Z","2009-01-25T05:42:25Z",3
