"RepoName","OwnerName","Fork","Desc","Type","SideAdmin","PrivateorNot","Size","WatchersCount","Language","HasIssues","HasProjects","HasDownloads","HasWiki","HasPages","ForksCounts","Archived","OpenIssuesCount","License","SubscribersCount","NetworkCount","CreatedAt","UpdatedAt","PushedAt","StarsCount"
"weeder","hadley","false","A ruby script for making Rdoc files from inline comments","User","false","false",100,4,,true,true,true,true,false,1,false,0,"NA",2,1,"2008-09-15T19:34:34Z","2016-10-28T20:52:35Z","2008-09-15T19:38:01Z",4
"sheep_cron","pedro","false","Poor man's cron","User","false","false",96,2,"Ruby",true,true,true,true,false,0,false,0,"NA",2,0,"2008-09-15T20:46:01Z","2016-03-22T06:36:46Z","2008-09-21T21:24:23Z",2
"aym-cms","lethain","false","A Django templating based static CMS.","User","false","false",758,56,"Python",true,true,true,true,false,100,false,1,"mit",1,100,"2008-09-15T20:03:57Z","2017-02-22T15:02:34Z","2014-05-09T20:05:35Z",56
"itp","tomgerhardt","false","","User","false","false",48,3,,true,true,true,true,false,0,false,0,"NA",1,0,"2008-09-15T20:02:46Z","2016-05-08T13:26:41Z",,3
"god","qhoxie","true","Ruby process monitor","User","false","false",1102,3,"Ruby",true,true,true,true,false,1,false,0,"NA",2,481,"2008-09-15T20:25:49Z","2016-05-08T13:26:43Z","2008-12-04T06:59:57Z",3
"phpronetos","digitalrealist","false","Port of Pronetos to PHP","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-09-15T21:00:16Z","2016-05-08T13:26:44Z",,2
"gretel","jeremyf","false","A painfully simple means of adding breadcrumbs to a rails project","User","false","false",94,13,"Ruby",true,true,true,true,false,3,false,0,"NA",1,3,"2008-09-15T21:02:36Z","2016-05-08T13:26:44Z","2009-04-22T19:41:04Z",13
"example-project","Ling","false","Showing the git features","User","false","false",80,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-09-15T21:50:32Z","2016-05-08T13:26:46Z","2008-09-15T21:59:10Z",2
"hyena","tibbe","false","A Haskell web application server.","User","false","false",124,52,"Haskell",true,true,true,true,false,3,false,0,"bsd-3-clause",2,3,"2008-09-15T21:41:56Z","2017-11-13T14:01:05Z","2010-11-11T15:47:30Z",52
"pachuco","dpw","false","A compiler for a Lisp dialect","User","false","false",3446,12,"Common Lisp",true,true,true,true,false,1,false,0,"mit",2,1,"2008-09-15T21:52:24Z","2017-05-11T05:51:00Z","2016-02-27T21:58:34Z",12
"barduino","mwilliams","false","A Ruby Arduino (RAD) project demonstration as a proof of concept Bar Monkey for the Orlando Ruby Users Group","User","false","false",183,11,"Ruby",true,true,true,true,false,3,false,0,"NA",2,3,"2008-09-15T22:08:38Z","2013-12-02T03:10:34Z","2008-10-17T16:18:41Z",11
"feds","jn-zz","false","Fort Lee Engineering Database System","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-09-15T21:58:13Z","2016-05-08T13:26:47Z",,2
"interval","anolson","false","Interval helps you view, track, and share your bicycle powermeter data.","User","false","false",9916,5,"JavaScript",true,true,true,true,false,0,false,0,"NA",2,0,"2008-09-15T22:06:23Z","2016-05-08T13:26:48Z","2014-11-23T01:24:54Z",5
"rockwood","radicaldesigns","false","","User","false","false",24552,10,"HTML",true,true,true,true,false,0,false,0,"NA",3,0,"2008-09-15T22:54:48Z","2017-08-09T22:13:37Z","2015-04-08T02:40:47Z",10
".emacs","jn-zz","false","Emacs Lisp (""eLisp"") script files","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-09-15T22:18:41Z","2016-05-08T13:26:49Z",,2
"lighthouse-pm","henrypoydar","false","A merb app for adding some rudimentary project management oversight and insight to Lighthouse tickets.","User","false","false",752,4,"Ruby",true,true,true,true,false,0,false,0,"mit",2,0,"2008-09-15T23:08:59Z","2016-05-08T13:26:52Z","2008-09-20T18:10:40Z",4
"ruby-on-rails-tmbundle","akitaonrails","true","Ruby on Rails TextMate bundle [Learn it with PeepCode - http://peepcode.com/products/textmate-for-rails-2]","User","false","false",838,3,"Ruby",true,true,true,true,false,0,false,0,"mit",2,152,"2009-09-27T22:47:31Z","2016-05-08T13:26:45Z","2010-01-21T22:02:30Z",3
"pykol","ZJ","true","A Python package for interacting with The Kingdom of Loathing.","User","false","false",313,2,"Python",true,true,true,true,false,0,false,0,"bsd-3-clause",2,2,"2008-09-15T23:50:58Z","2016-05-08T13:26:55Z","2008-09-29T22:02:20Z",2
"gaiaonline--youtube-embed","IchigoMorino","false","Allows you to embed YouTube videos in Gaia!","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-09-15T23:23:20Z","2016-05-08T13:26:52Z",,2
"cucumber-tmbundle","bmabey","false","TextMate bundle for Cucumber - This fork is no longer maintained, please see the README.","User","false","false",984,289,"Ruby",false,true,true,true,false,101,false,1,"mit",3,101,"2008-09-16T01:10:09Z","2017-12-01T07:47:35Z","2011-08-24T19:33:02Z",289
"misc","ijuma","false","Miscellaneous","User","false","false",80,3,"Scala",true,true,true,true,false,0,false,0,"NA",3,0,"2008-09-15T22:54:58Z","2016-05-08T13:26:51Z","2008-09-21T19:34:21Z",3
"viewglob","sjbach","false","Viewglob 0.8.0 - 2.0.4+","User","false","false",830,5,"C",true,true,true,true,false,1,false,0,"gpl-2.0",4,1,"2008-09-16T00:30:08Z","2017-07-11T05:56:28Z","2013-08-02T17:53:30Z",5
"my_first_gist_project_o_o","Sannicus","false","testing gist >_>","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-09-15T23:23:39Z","2016-05-08T13:26:53Z",,2
"ouf_tek","TekNoLogic","false","WoW Addon - My oUF layout","Organization","false","false",1495,6,"Lua",true,true,true,true,false,2,false,0,"NA",2,2,"2008-09-15T23:56:48Z","2017-08-28T23:55:37Z","2016-10-04T09:39:08Z",6
"myopenbox","championeer","false","jazhao's openbox configs","User","false","false",100,3,"Emacs Lisp",true,true,true,true,false,0,false,0,"NA",2,0,"2008-09-16T01:37:54Z","2016-05-08T13:26:58Z","2008-12-01T07:19:12Z",3
"renmero-search","MarianoJr","false","Busca para o Ubiquity para o blog do Renmero","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-09-16T01:23:37Z","2016-05-08T13:26:58Z",,2
"blog","baldwindavid","false","Bloggit:  Version Control For My Mind","User","false","false",1328,27,"PHP",true,true,true,true,false,1,false,0,"NA",2,1,"2008-09-15T23:25:54Z","2017-05-11T05:51:00Z","2008-11-18T22:55:10Z",27
"ical-sparql","brondsem","false","Create an iCalendar file from a SPARQL query","User","false","false",84,1,,false,true,true,false,false,1,false,0,"apache-2.0",2,1,"2008-09-15T23:40:48Z","2016-05-08T13:26:54Z","2008-09-15T23:51:28Z",1
"infobot","pjlsergeant","false","Infobot Rewrite Code","User","false","false",468,3,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-09-15T23:49:59Z","2016-05-08T13:26:55Z","2008-09-15T23:50:00Z",3
"bobson","bobson","false","madafaka","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-09-16T01:55:09Z","2016-05-08T13:26:59Z",,2
"icraig","nerdEd","false","iPhone web application for using Craigslist - built with Rails","User","false","false",6004,4,"Ruby",true,true,true,true,false,0,false,2,"NA",2,0,"2008-09-16T02:40:36Z","2016-05-08T13:27:01Z","2012-10-26T00:19:53Z",4
"web-design-textmate-bundle","rickprentice","true","Textmate snippets that make my life easier...","User","false","false",84,2,,true,true,true,true,false,1,false,0,"NA",2,2,"2008-09-15T22:44:32Z","2016-05-08T13:26:50Z","2008-09-15T20:48:43Z",2
"ghost","bobson","true","Ghost (Game Host) -- A dedicated Warcraft III game host for Battle.net and PvPGN.","User","false","false",825,2,"Visual Basic",true,true,true,true,false,0,false,0,"NA",2,102,"2008-09-16T01:56:13Z","2016-07-26T16:14:27Z","2008-09-16T01:56:14Z",2
"silverstreak","vanntastic","false","a super small collection of php files and rake tasks, some might even call it a mini framework","User","false","false",412,3,"PHP",true,true,true,true,false,0,false,0,"NA",2,0,"2008-09-16T04:38:34Z","2016-05-08T13:27:03Z","2015-11-14T17:05:09Z",3
"openid_fake_server","kakutani","false","OpenID fake server for testing. It's based on ruby-openid example","User","false","false",155,10,"JavaScript",true,true,true,true,false,2,false,0,"NA",2,2,"2008-09-16T03:01:22Z","2017-01-15T13:51:42Z","2008-09-16T09:30:15Z",10
"comp354-project","Ling","false","","User","false","false",84,3,,true,true,true,true,false,3,false,0,"NA",2,3,"2008-09-16T05:01:59Z","2016-05-08T13:27:04Z","2008-09-16T05:07:26Z",3
"erlectricity","bmizerany","true","Erlectricity exposes Ruby to Erlang and vice versa.","User","false","false",105,2,"Ruby",true,true,true,true,false,0,false,0,"NA",2,44,"2008-09-16T01:42:01Z","2016-05-08T13:26:59Z","2008-09-16T01:42:04Z",2
"peachworks","refreshaugusta","false","PeachWorks is a collection of weekend projects that are based on what people want to do or learn.","User","false","false",76,2,,true,true,true,true,false,2,false,0,"NA",3,2,"2008-09-16T04:38:31Z","2016-05-08T13:27:03Z","2008-09-16T04:42:38Z",2
"mipper","nathanial","false","Mips Interpreter","User","false","false",132,2,"Python",true,true,true,true,false,0,false,0,"NA",2,0,"2008-09-16T05:54:50Z","2016-05-08T13:27:06Z","2008-10-05T13:06:02Z",2
"radiant-members-extension","farra","false","Extends the Radiant user model to support site members","User","false","false",96,7,"Ruby",true,true,true,true,false,2,false,0,"NA",2,2,"2008-09-16T05:04:44Z","2016-05-08T13:27:04Z","2008-09-16T10:40:29Z",7
"caboose","paulmars","false","caboose create rails sample app, rails 2.3.2","User","false","false",1352,5,"Ruby",true,true,true,true,false,0,false,0,"NA",2,0,"2008-09-16T05:33:44Z","2016-05-08T13:27:05Z","2009-09-21T00:28:12Z",5
"playground","jmathai","false","","User","false","false",108,7,"Ruby",true,true,true,true,false,0,false,0,"NA",2,0,"2008-09-16T05:57:03Z","2016-05-08T13:27:06Z","2010-12-12T16:10:25Z",7
"sslauthplugin","dhess","false","My version of the SSL client certificate authentication extension for MediaWiki.","User","false","false",112,2,"PHP",true,true,true,true,false,0,false,0,"NA",2,0,"2008-09-16T06:26:27Z","2016-05-08T13:27:07Z","2012-03-19T04:53:24Z",2
"flash-library","brekkbockrath","false","A personal Flash library, with many different classes.","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-09-16T06:54:59Z","2016-05-08T13:27:07Z",,2
"ruote_plugin","jmettraux","false","WARNING : work on this sub-project has ceased. A Rails plugin (Ruote, open source ruby workflow engine)","User","false","false",126,15,"Ruby",true,true,true,true,false,4,false,0,"mit",2,4,"2008-09-16T08:38:45Z","2015-12-09T01:01:41Z","2009-10-22T07:13:56Z",15
"test","ansar","false","this the test project","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-09-16T07:25:01Z","2016-05-08T13:27:09Z",,2
"yaboot","pnasrat","false","Yaboot is a PowerPC bootloader for Open Firmware based machines","User","false","false",950,8,,true,true,true,true,false,0,false,1,"gpl-2.0",4,0,"2008-09-16T07:38:21Z","2017-06-12T14:30:29Z","2008-09-16T07:39:41Z",8
"rails_analyzer","Narnach","false","RailsAnalyzer generates reports about requests processed by a Ruby on Rails server.","User","false","false",112,4,"Ruby",true,true,true,true,false,0,false,1,"mit",2,0,"2008-09-16T08:49:00Z","2016-05-08T13:27:12Z","2008-09-16T11:06:57Z",4
"mrp","neolee","false","Matrix.org Resurrection","User","false","false",320,3,"Ruby",true,true,true,true,false,1,false,0,"NA",2,1,"2008-09-16T08:51:25Z","2016-05-08T13:27:12Z","2011-04-07T04:59:21Z",3
"ruote-web2","jmettraux","false","NOTE : work on this sub-project has ceased.","User","false","false",664,32,"Ruby",true,true,true,true,false,7,false,0,"mit",2,7,"2008-09-16T08:17:36Z","2016-10-20T09:12:14Z","2009-10-22T07:15:46Z",32
"auto_admin","jcnetdev","true","Awesome plugin to generate automatic admin interfaces for your Rails App. Djangolike interface.","User","false","false",159,7,"Ruby",true,true,true,true,false,0,false,0,"mit",2,4,"2008-09-16T07:12:44Z","2016-05-08T13:27:09Z","2008-09-17T08:25:20Z",7
"swfupload---paperclip-example-app","umamageshwari","true","An example application that shows how to get Paperclip and SWFUpload playing together nicely.","User","false","false",304,2,"JavaScript",true,true,true,true,false,0,false,0,"NA",2,8,"2008-09-16T07:05:13Z","2016-05-08T13:27:08Z","2008-09-16T07:05:14Z",2
"insoshi","kalyan","false","insoshi","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-09-16T08:56:34Z","2016-05-08T13:27:13Z",,2
