"RepoName","OwnerName","Fork","Desc","Type","SideAdmin","PrivateorNot","Size","WatchersCount","Language","HasIssues","HasProjects","HasDownloads","HasWiki","HasPages","ForksCounts","Archived","OpenIssuesCount","License","SubscribersCount","NetworkCount","CreatedAt","UpdatedAt","PushedAt","StarsCount"
"spec-check","robertfeldt","false","Specification and autochecking of software behavior expectations (for Clojure)","User","false","false",128,3,,true,true,true,true,false,0,false,0,"NA",3,0,"2008-04-01T07:13:53Z","2017-07-27T04:48:49Z","2008-07-05T08:49:27Z",3
"ruby-c-extensions-tmbundle","drnic","false","TextMate bundle for developing C extensions for Ruby ","User","false","false",96,11,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-04-01T07:31:04Z","2017-07-27T04:48:49Z","2008-06-09T06:01:12Z",11
"httpactivity","lukec","false","A base class for HTTP based activities for the OLPC laptop","User","false","false",124,3,"Python",true,true,true,true,false,0,false,0,"NA",2,0,"2008-04-01T05:50:46Z","2017-07-27T04:48:49Z","2008-04-01T07:54:38Z",3
"active-element","toretore","false","An element that's active","User","false","false",188,3,"JavaScript",true,true,true,true,false,0,false,0,"NA",2,0,"2008-04-01T08:37:14Z","2017-08-04T10:44:54Z","2008-12-02T17:23:33Z",3
"ruby-mollom","openminds","false","a Ruby class for easy interfacing with the mollom.com open API for spam detection and content quality assesment.","Organization","false","false",323,15,"Ruby",true,true,true,true,false,5,false,1,"mit",6,5,"2008-04-01T12:41:59Z","2017-07-27T04:48:49Z","2012-04-16T12:24:22Z",15
"scriptaculous","madrobby","false","script.aculo.us is an open-source JavaScript framework for visual effects and interface behaviours.","User","false","false",2685,2340,"HTML",true,true,true,false,true,516,false,33,"mit",73,516,"2008-04-01T15:18:45Z","2018-01-31T23:44:41Z","2015-06-18T06:53:05Z",2340
"alhambra","lukfugl","false","restful ruby client/server implementation of the alhambra board game","User","false","false",384,3,"Ruby",true,true,true,true,false,0,false,0,"NA",2,0,"2008-04-01T18:34:14Z","2017-07-27T04:48:49Z","2009-02-11T06:15:50Z",3
"seed-fu","mbleigh","false","Advanced seed data handling for Rails, combining the best practices of several methods together.","User","false","false",168,1001,"Ruby",true,true,true,true,false,143,false,49,"mit",21,143,"2008-04-01T13:36:22Z","2018-01-30T22:12:46Z","2018-01-15T18:22:41Z",1001
"wow-ui-source","tekkub","false","git mirror of the user interface source code for World of Warcraft","User","false","false",21774,266,"Lua",true,true,true,true,false,139,false,0,"NA",104,139,"2008-04-01T18:58:52Z","2018-02-01T17:48:45Z","2017-01-28T18:01:26Z",266
"ruby-rison","tim","false","A Ruby implementation of Rison (http://mjtemplate.org/examples/rison.html)","User","false","false",27,5,"Ruby",true,true,false,false,false,1,false,0,"mit",2,1,"2008-04-01T15:49:59Z","2017-07-27T04:48:49Z","2016-03-30T13:42:16Z",5
"story","pd","false","command line runner for rspec stories","User","false","false",112,9,"Ruby",true,true,true,true,false,0,false,0,"mit",2,0,"2008-04-01T19:31:44Z","2017-07-27T04:48:49Z","2009-01-21T16:00:29Z",9
"erlang-rison","tim","false","An Erlang module for encoding/decoding Rison","User","false","false",117,4,"Erlang",false,true,false,false,false,3,false,0,"mit",2,3,"2008-04-01T16:08:19Z","2017-07-27T04:48:49Z","2013-03-11T13:57:15Z",4
"scramblah","lownoiseamp","false","super simple / hacky irc bot.  based initally on just Algorithm::MarkovChain (richardc@unixbeard.net) for user interaction and poe for irc interfacing.  now adding command dispatch and on-demand function/module loading","User","false","false",104,3,"Perl",true,true,true,true,false,1,false,0,"NA",2,1,"2008-04-01T23:50:20Z","2017-07-27T04:48:52Z","2009-05-12T06:56:19Z",3
"render_with","zdennis","false","Rails plugin to create objects which give meaning to RJS code","User","false","false",85,7,"Ruby",true,true,true,true,false,1,false,0,"mit",3,1,"2008-04-01T22:36:53Z","2017-07-27T04:48:52Z","2008-05-26T19:14:31Z",7
"bom-weather","benschwarz","false","Weather from the Australian Bureau of Meteorology","User","false","false",107,22,"Ruby",true,true,true,true,false,5,false,0,"NA",2,5,"2008-04-01T22:47:25Z","2017-07-30T00:01:40Z","2008-06-26T12:11:07Z",22
"prototype","savetheclocktower","true","Prototype JavaScript framework (forked for some disruptive changes)","User","false","false",2718,13,"JavaScript",true,true,true,true,false,0,false,0,"mit",3,635,"2008-03-27T02:15:03Z","2017-07-27T04:48:49Z","2008-10-05T23:11:32Z",13
"ruby-phpf","tim","false","A Ruby port of PHP's date function","User","false","false",116,3,"Ruby",false,true,false,false,false,0,false,0,"mit",2,0,"2008-04-01T21:07:53Z","2017-07-27T04:48:52Z","2013-03-11T16:22:35Z",3
"resourceful","pezra","false","The canonical version of Resourceful is <http://github.com/paul/resourceful> now.  An HTTP library for Ruby that takes advantage of everything HTTP has to offer.","User","false","false",540,20,"Ruby",false,true,false,false,false,10,false,0,"mit",3,10,"2008-04-01T22:17:38Z","2017-07-27T04:48:52Z","2011-05-26T17:12:01Z",20
"warp","dag","false","DRY up your static hypertext","User","false","false",92,4,,true,true,true,true,false,1,false,0,"afl-3.0",2,1,"2008-04-01T19:43:45Z","2017-07-27T04:48:49Z","2008-04-11T08:03:50Z",4
"collective","kad3nce","false","A no-frills Merb wiki extracted from wiki.merbivore.com","User","false","false",8588,62,"Ruby",true,true,true,true,false,3,false,0,"mit",3,3,"2008-04-01T20:07:14Z","2017-07-27T04:48:49Z","2008-09-17T03:56:23Z",62
"soundconverter","kassoulet","false","GNOME powered sound conversion","User","false","false",3652,81,"Python",false,true,true,true,true,21,false,0,"gpl-3.0",11,21,"2008-04-01T20:25:26Z","2018-01-10T07:43:15Z","2018-01-04T16:17:42Z",81
"tamanegi","zh","false","RSS/Atom feeds aggregator, powered by Ramaze. Using Sequel for ORM.","User","false","false",248,10,"Ruby",true,true,true,true,false,0,false,0,"NA",2,0,"2008-04-02T05:32:25Z","2017-07-27T04:48:52Z","2009-01-08T09:44:13Z",10
"aintablog","neilmcg","true","Open source tumblog/aggregator.","User","false","false",1135,3,"Ruby",true,true,true,true,false,0,false,0,"NA",2,22,"2008-03-07T07:02:22Z","2017-07-27T04:48:52Z","2008-04-02T02:58:48Z",3
